trade_date,symbol,asset_type,series,isin,open,high,low,close,prev_close,volume,traded_value
2026-09-10,AKCAPIT,EQUITY,EQ,INE701G01012,1727.7,1736.0,1676.0,1702.5,1691.6,1610.0,2766984.5
2026-09-09,AKCAPIT,EQUITY,EQ,INE701G01012,1747.6,1750.2,1673.5,1691.6,1772.2,2791.0,4819724.2
2026-09-08,AKCAPIT,EQUITY,EQ,INE701G01012,1751.9,1775.0,1738.1,1772.2,1733.5,628.0,1097450.8
2026-09-07,AKCAPIT,EQUITY,EQ,INE701G01012,1769.0,1775.0,1684.9,1733.5,1736.9,1137.0,1990019.6
2026-09-04,AKCAPIT,EQUITY,EQ,INE701G01012,1698.9,1740.0,1684.2,1736.9,1697.4,674.0,1163226.6
2026-09-03,AKCAPIT,EQUITY,EQ,INE701G01012,1699.4,1730.0,1676.5,1697.4,1699.4,182.0,309499.0
2026-09-02,AKCAPIT,EQUITY,EQ,INE701G01012,1729.7,1729.7,1682.0,1699.4,1733.9,1057.0,1800142.5
2026-09-01,AKCAPIT,EQUITY,EQ,INE701G01012,1718.4,1765.6,1666.9,1733.9,1750.9,1648.0,2829063.3
2026-08-31,AKCAPIT,EQUITY,EQ,INE701G01012,1761.8,1779.0,1713.1,1750.9,1708.1,1340.0,2343835.7
2026-08-28,AKCAPIT,EQUITY,EQ,INE701G01012,1687.7,1774.7,1644.2,1708.1,1686.2,3268.0,5567686.8
2026-08-27,AKCAPIT,EQUITY,EQ,INE701G01012,1761.7,1761.7,1685.0,1686.2,1717.6,1302.0,2206814.0
2026-08-26,AKCAPIT,EQUITY,EQ,INE701G01012,1752.9,1769.8,1710.3,1717.6,1752.8,1476.0,2545276.4
2026-08-25,AKCAPIT,EQUITY,EQ,INE701G01012,1780.0,1780.0,1743.8,1752.8,1758.5,284.0,498955.0
2026-08-24,AKCAPIT,EQUITY,EQ,INE701G01012,1752.2,1770.0,1741.1,1758.5,1750.0,2228.0,3906920.5
2026-08-21,AKCAPIT,EQUITY,EQ,INE701G01012,1765.0,1779.0,1745.0,1750.0,1765.2,1783.0,3132552.0
2026-08-20,AKCAPIT,EQUITY,EQ,INE701G01012,1754.2,1780.0,1750.0,1765.2,1754.2,3295.0,5815502.6
2026-08-19,AKCAPIT,EQUITY,EQ,INE701G01012,1774.1,1780.0,1750.1,1754.2,1762.7,1890.0,3333760.5
2026-08-18,AKCAPIT,EQUITY,EQ,INE701G01012,1750.7,1800.0,1740.1,1762.7,1747.9,1966.0,3453301.8
2026-08-17,AKCAPIT,EQUITY,EQ,INE701G01012,1769.8,1790.0,1737.0,1747.9,1737.0,2093.0,3668986.6
2026-08-14,AKCAPIT,EQUITY,EQ,INE701G01012,1732.7,1772.5,1716.6,1737.0,1697.8,1694.0,2943267.9
2026-08-13,AKCAPIT,EQUITY,EQ,INE701G01012,1740.2,1795.0,1683.9,1697.8,1728.6,2251.0,3914022.8
2026-08-12,AKCAPIT,EQUITY,EQ,INE701G01012,1778.0,1778.0,1711.0,1728.6,1717.4,1839.0,3176288.2
2026-08-11,AKCAPIT,EQUITY,EQ,INE701G01012,1761.4,1801.0,1705.0,1717.4,1758.2,3064.0,5336800.8
2026-08-10,AKCAPIT,EQUITY,EQ,INE701G01012,1755.6,1770.0,1728.8,1758.2,1720.7,3097.0,5405266.5
2026-08-07,AKCAPIT,EQUITY,EQ,INE701G01012,1713.8,1739.9,1700.0,1720.7,1690.3,1753.0,3020285.9
2026-08-06,AKCAPIT,EQUITY,EQ,INE701G01012,1741.0,1763.9,1671.4,1690.3,1749.1,1295.0,2226136.9
2026-08-05,AKCAPIT,EQUITY,EQ,INE701G01012,1749.7,1762.8,1740.0,1749.1,1728.3,1928.0,3380369.9
2026-08-04,AKCAPIT,EQUITY,EQ,INE701G01012,1748.4,1750.0,1704.1,1728.3,1748.5,365.0,633340.2
2026-08-03,AKCAPIT,EQUITY,EQ,INE701G01012,1712.0,1750.0,1693.2,1748.5,1693.3,1972.0,3412836.4
2026-07-31,AKCAPIT,EQUITY,EQ,INE701G01012,1749.0,1749.0,1621.4,1693.3,1693.9,5762.0,9758624.0
2026-07-30,AKCAPIT,EQUITY,EQ,INE701G01012,1702.2,1765.0,1679.7,1693.9,1708.4,5779.0,9852719.1
2026-07-29,AKCAPIT,EQUITY,EQ,INE701G01012,1717.2,1759.2,1699.9,1708.4,1691.8,3203.0,5574183.7
2026-07-28,AKCAPIT,EQUITY,EQ,INE701G01012,1750.0,1769.9,1640.0,1691.8,1749.6,5983.0,10445484.5
2026-07-27,AKCAPIT,EQUITY,EQ,INE701G01012,1752.4,1769.6,1748.2,1749.6,1759.5,607.0,1065164.8
2026-07-24,AKCAPIT,EQUITY,EQ,INE701G01012,1775.5,1814.0,1749.1,1759.5,1756.0,4790.0,8528941.1
2026-07-23,AKCAPIT,EQUITY,EQ,INE701G01012,1786.3,1786.3,1743.3,1756.0,1785.5,1531.0,2700143.7
2026-07-22,AKCAPIT,EQUITY,EQ,INE701G01012,1790.8,1800.0,1760.1,1785.5,1790.4,3845.0,6862704.5
2026-07-21,AKCAPIT,EQUITY,EQ,INE701G01012,1841.3,1841.3,1773.7,1790.4,1829.7,4041.0,7261209.2
2026-07-20,AKCAPIT,EQUITY,EQ,INE701G01012,1780.5,1847.9,1728.1,1829.7,1781.6,5885.0,10501566.7
2026-07-17,AKCAPIT,EQUITY,EQ,INE701G01012,1798.0,1798.0,1762.0,1781.6,1771.7,4669.0,8287392.4
2026-07-16,AKCAPIT,EQUITY,EQ,INE701G01012,1798.2,1864.1,1752.0,1771.7,1770.8,11430.0,20303897.5
2026-07-15,AKCAPIT,EQUITY,EQ,INE701G01012,1835.0,1850.0,1761.9,1770.8,1767.9,5625.0,10034384.9
2026-07-14,AKCAPIT,EQUITY,EQ,INE701G01012,1750.0,1875.0,1742.6,1767.9,1763.3,5538.0,9780735.7
2026-07-13,AKCAPIT,EQUITY,EQ,INE701G01012,1767.7,1805.1,1748.2,1763.3,1767.2,5874.0,10418693.6
2026-07-10,AKCAPIT,EQUITY,EQ,INE701G01012,1754.5,1792.7,1754.0,1767.2,1787.4,927.0,1647963.7
2026-07-09,AKCAPIT,EQUITY,EQ,INE701G01012,1727.0,1815.6,1715.3,1787.4,1741.0,1426.0,2535918.1
2026-07-08,AKCAPIT,EQUITY,EQ,INE701G01012,1701.3,1749.0,1700.0,1741.0,1731.6,2470.0,4292322.7
2026-07-07,AKCAPIT,EQUITY,EQ,INE701G01012,1736.3,1756.0,1711.4,1731.6,1768.0,2627.0,4593490.9
2026-07-06,AKCAPIT,EQUITY,EQ,INE701G01012,1800.0,1800.0,1758.0,1768.0,1770.3,3329.0,5900134.1
2026-07-03,AKCAPIT,EQUITY,EQ,INE701G01012,1765.4,1789.9,1746.0,1770.3,1765.4,2094.0,3698570.3
2026-07-02,AKCAPIT,EQUITY,EQ,INE701G01012,1754.8,1770.0,1744.4,1765.4,1754.8,2213.0,3908748.0
2026-07-01,AKCAPIT,EQUITY,EQ,INE701G01012,1800.1,1800.1,1745.6,1754.8,1774.1,2636.0,4679739.7
2026-06-30,AKCAPIT,EQUITY,EQ,INE701G01012,1776.0,1810.0,1742.0,1774.1,1777.1,2960.0,5242757.9
2026-06-29,AKCAPIT,EQUITY,EQ,INE701G01012,1800.4,1850.0,1751.0,1777.1,1800.4,4315.0,7660382.1
2026-06-25,AKCAPIT,EQUITY,EQ,INE701G01012,1799.9,1850.0,1741.1,1800.4,1781.2,3516.0,6228685.6
2026-06-24,AKCAPIT,EQUITY,EQ,INE701G01012,1758.5,1798.0,1748.0,1781.2,1758.5,1669.0,2944655.4
2026-06-23,AKCAPIT,EQUITY,EQ,INE701G01012,1828.0,1828.0,1740.0,1758.5,1794.9,1178.0,2070368.8
2026-06-22,AKCAPIT,EQUITY,EQ,INE701G01012,1753.0,1832.9,1753.0,1794.9,1736.3,2202.0,3938320.6
2026-06-19,AKCAPIT,EQUITY,EQ,INE701G01012,1650.0,1750.0,1650.0,1736.3,1704.1,699.0,1202188.9
2026-06-18,AKCAPIT,EQUITY,EQ,INE701G01012,1710.0,1730.0,1680.0,1704.1,1709.0,229.0,387097.3
2026-06-17,AKCAPIT,EQUITY,EQ,INE701G01012,1750.0,1750.0,1690.3,1709.0,1739.1,280.0,479682.0
2026-06-16,AKCAPIT,EQUITY,EQ,INE701G01012,1745.8,1755.0,1710.0,1739.1,1745.8,104.0,179634.7
2026-06-15,AKCAPIT,EQUITY,EQ,INE701G01012,1755.0,1755.0,1692.1,1745.8,1717.0,301.0,514641.9
2026-06-12,AKCAPIT,EQUITY,EQ,INE701G01012,1655.3,1730.0,1655.3,1717.0,1703.0,94.0,159858.9
2026-06-11,AKCAPIT,EQUITY,EQ,INE701G01012,1680.3,1761.9,1680.0,1703.0,1712.5,375.0,639026.8
2026-06-10,AKCAPIT,EQUITY,EQ,INE701G01012,1731.9,1732.0,1683.0,1712.5,1730.9,238.0,407350.8
2026-06-09,AKCAPIT,EQUITY,EQ,INE701G01012,1744.0,1744.0,1693.9,1730.9,1695.5,58.0,100234.3
2026-06-08,AKCAPIT,EQUITY,EQ,INE701G01012,1780.0,1780.0,1666.9,1695.5,1712.0,306.0,519766.4
2026-06-05,AKCAPIT,EQUITY,EQ,INE701G01012,1730.0,1747.9,1700.0,1712.0,1708.4,248.0,425168.8
2026-06-04,AKCAPIT,EQUITY,EQ,INE701G01012,1756.1,1757.0,1700.0,1708.4,1756.1,255.0,439690.1
2026-06-03,AKCAPIT,EQUITY,EQ,INE701G01012,1744.0,1799.0,1732.1,1756.1,1740.8,550.0,972925.3
2026-06-02,AKCAPIT,EQUITY,EQ,INE701G01012,1748.0,1748.0,1700.0,1740.8,1727.5,260.0,447757.4
2026-06-01,AKCAPIT,EQUITY,EQ,INE701G01012,1744.0,1744.0,1680.6,1727.5,1708.6,442.0,765487.9
2026-05-29,AKCAPIT,EQUITY,EQ,INE701G01012,1707.7,1720.0,1655.1,1708.6,1707.7,1672.0,2849766.6
2026-05-27,AKCAPIT,EQUITY,EQ,INE701G01012,1662.5,1710.0,1631.7,1707.7,1662.5,1559.0,2643623.6
2026-05-26,AKCAPIT,EQUITY,EQ,INE701G01012,1643.0,1672.0,1612.0,1662.5,1651.2,1377.0,2282775.8
2026-05-25,AKCAPIT,EQUITY,EQ,INE701G01012,1630.0,1670.0,1575.4,1651.2,1624.1,1018.0,1665727.0
2026-05-22,AKCAPIT,EQUITY,EQ,INE701G01012,1620.0,1629.2,1580.0,1624.1,1595.2,591.0,955325.1
2026-05-21,AKCAPIT,EQUITY,EQ,INE701G01012,1636.0,1640.0,1590.1,1595.2,1589.3,1061.0,1713568.8
2026-05-20,AKCAPIT,EQUITY,EQ,INE701G01012,1598.0,1598.9,1552.2,1589.3,1599.9,13.0,20419.4
2026-05-19,AKCAPIT,EQUITY,EQ,INE701G01012,1560.0,1599.9,1555.0,1599.9,1571.2,30.0,46939.5
2026-05-18,AKCAPIT,EQUITY,EQ,INE701G01012,1567.1,1590.0,1567.1,1571.2,1590.6,251.0,396468.1
2026-05-15,AKCAPIT,EQUITY,EQ,INE701G01012,1561.2,1591.1,1561.2,1590.6,1590.1,43.0,68334.9
2026-05-14,AKCAPIT,EQUITY,EQ,INE701G01012,1609.9,1609.9,1548.0,1590.1,1573.9,96.0,152671.7
2026-05-13,AKCAPIT,EQUITY,EQ,INE701G01012,1540.0,1573.9,1515.1,1573.9,1540.0,61.0,93525.5
2026-05-12,AKCAPIT,EQUITY,EQ,INE701G01012,1558.0,1558.0,1537.1,1540.0,1556.8,43.0,66434.5
2026-05-11,AKCAPIT,EQUITY,EQ,INE701G01012,1603.0,1603.0,1550.0,1556.8,1603.8,289.0,455790.7
2026-05-08,AKCAPIT,EQUITY,EQ,INE701G01012,1613.0,1613.0,1565.3,1603.8,1613.0,227.0,363250.2
2026-05-07,AKCAPIT,EQUITY,EQ,INE701G01012,1553.1,1635.0,1553.1,1613.0,1575.1,95.0,151333.4
2026-05-06,AKCAPIT,EQUITY,EQ,INE701G01012,1560.1,1620.0,1560.1,1575.1,1584.7,17.0,27170.9
2026-05-05,AKCAPIT,EQUITY,EQ,INE701G01012,1619.9,1619.9,1575.1,1584.7,1619.9,367.0,585386.3
2026-05-04,AKCAPIT,EQUITY,EQ,INE701G01012,1572.0,1688.0,1551.1,1619.9,1572.75,2257.0,3725116.0
2026-04-30,AKCAPIT,EQUITY,EQ,INE701G01012,1540.05,1688.0,1525.05,1572.75,1540.65,353.0,552330.8
2026-04-29,AKCAPIT,EQUITY,EQ,INE701G01012,1540.05,1554.0,1530.0,1540.65,1540.7,90.0,138764.25
2026-04-28,AKCAPIT,EQUITY,EQ,INE701G01012,1550.05,1550.1,1530.1,1540.7,1558.0,463.0,716861.55
2026-04-27,AKCAPIT,EQUITY,EQ,INE701G01012,1501.65,1590.0,1501.65,1558.0,1532.25,280.0,431601.05
2026-04-24,AKCAPIT,EQUITY,EQ,INE701G01012,1618.0,1618.0,1520.2,1532.25,1536.1,160.0,243713.15
2026-04-23,AKCAPIT,EQUITY,EQ,INE701G01012,1547.9,1607.3,1484.9,1536.1,1547.9,1401.0,2118638.65
2026-04-22,AKCAPIT,EQUITY,EQ,INE701G01012,1699.0,1699.0,1510.0,1547.9,1542.65,333.0,510917.1
2026-04-21,AKCAPIT,EQUITY,EQ,INE701G01012,1550.05,1631.0,1541.15,1542.65,1549.2,378.0,582994.7
2026-04-20,AKCAPIT,EQUITY,EQ,INE701G01012,1600.05,1637.95,1530.1,1549.2,1569.65,190.0,293859.65
